date,channel,objective,campaign_name,impressions,clicks,spend,conversions,revenue
2026-04-09,Meta Ads,Traffic,Meta Traffic Jan,3643,53,43.63,1,47.06
2026-04-09,Meta Ads,Awareness,Meta Awareness Feb,5077,71,59.18,0,0.00
2026-04-09,TikTok Ads,Awareness,TikTok Awareness Feb,18158,210,103.43,1,62.80
2026-04-10,Google Ads,Traffic,Google Traffic Jan,3058,102,138.73,5,322.21
2026-04-10,Google Ads,Conversions,Google Conversions Feb,2687,93,118.78,7,332.34
2026-04-10,Meta Ads,Awareness,Meta Awareness Feb,3555,56,50.79,0,0.00
2026-04-10,Meta Ads,Traffic,Meta Traffic Jan,4599,63,47.22,1,49.92
2026-04-10,Meta Ads,Conversions,Meta Conversions Jan,12317,184,141.48,6,348.04
2026-04-10,TikTok Ads,Awareness,TikTok Awareness Feb,17813,228,93.66,1,46.93
2026-04-11,Google Ads,Traffic,Google Traffic Jan,2983,90,122.25,5,250.58
2026-04-11,Google Ads,Conversions,Google Conversions Feb,2268,75,126.23,5,282.72
2026-04-11,Meta Ads,Traffic,Meta Traffic Jan,3537,57,45.76,0,0.00
2026-04-11,Meta Ads,Conversions,Meta Conversions Jan,7723,123,106.31,4,221.50
2026-04-11,Meta Ads,Awareness,Meta Awareness Feb,3112,51,48.05,0,0.00
2026-04-11,TikTok Ads,Awareness,TikTok Awareness Feb,19779,218,109.55,1,49.51
2026-04-12,Google Ads,Traffic,Google Traffic Jan,2421,80,102.38,3,142.89
2026-04-12,Google Ads,Conversions,Google Conversions Feb,2636,80,115.51,5,259.45
2026-04-12,Meta Ads,Traffic,Meta Traffic Jan,2670,39,37.89,1,53.55
2026-04-12,Meta Ads,Conversions,Meta Conversions Jan,10461,146,134.00,4,257.46
2026-04-12,Meta Ads,Awareness,Meta Awareness Feb,5155,84,71.06,1,58.23
2026-04-12,TikTok Ads,Awareness,TikTok Awareness Feb,22494,253,118.60,1,45.10
2026-04-13,Google Ads,Traffic,Google Traffic Jan,2728,86,111.71,4,186.60
2026-04-13,Google Ads,Conversions,Google Conversions Feb,2580,76,98.01,4,182.21
2026-04-13,Meta Ads,Awareness,Meta Awareness Feb,3737,57,54.94,0,0.00
2026-04-13,Meta Ads,Conversions,Meta Conversions Jan,9784,150,111.64,5,227.15
2026-04-13,Meta Ads,Traffic,Meta Traffic Jan,2390,39,37.58,1,50.95
2026-04-13,TikTok Ads,Awareness,TikTok Awareness Feb,20046,238,114.57,1,41.75
2026-04-14,Google Ads,Traffic,Google Traffic Jan,1977,64,105.97,4,224.89
2026-04-14,Google Ads,Conversions,Google Conversions Feb,2099,69,113.02,6,335.24
2026-04-14,Meta Ads,Conversions,Meta Conversions Jan,11433,164,122.46,4,237.27
2026-04-14,Meta Ads,Awareness,Meta Awareness Feb,4614,68,67.06,1,45.02
2026-04-14,Meta Ads,Traffic,Meta Traffic Jan,3040,46,41.24,1,61.06
2026-04-14,TikTok Ads,Awareness,TikTok Awareness Feb,22107,275,115.09,1,46.49
2026-04-15,Google Ads,Traffic,Google Traffic Jan,2839,93,124.78,6,364.09
2026-04-15,Google Ads,Conversions,Google Conversions Feb,2427,73,102.59,6,295.17
2026-04-15,Meta Ads,Awareness,Meta Awareness Feb,5127,85,71.28,1,66.61
2026-04-15,Meta Ads,Traffic,Meta Traffic Jan,3431,48,47.04,1,48.61
2026-04-15,Meta Ads,Conversions,Meta Conversions Jan,7376,122,98.93,4,184.69
2026-04-15,TikTok Ads,Awareness,TikTok Awareness Feb,19848,246,102.90,1,42.48
2026-04-16,Google Ads,Traffic,Google Traffic Jan,2435,72,116.90,3,143.21
2026-04-16,Google Ads,Conversions,Google Conversions Feb,2722,94,123.24,5,307.64
2026-04-16,Meta Ads,Awareness,Meta Awareness Feb,5204,79,61.36,1,45.36
2026-04-16,Meta Ads,Traffic,Meta Traffic Jan,2927,40,36.26,1,59.05
2026-04-16,Meta Ads,Conversions,Meta Conversions Jan,8353,129,108.84,4,170.90
2026-04-16,TikTok Ads,Awareness,TikTok Awareness Feb,17082,216,101.83,1,57.27
2026-04-17,Google Ads,Traffic,Google Traffic Jan,2146,69,111.61,3,126.47
2026-04-17,Google Ads,Conversions,Google Conversions Feb,2053,62,99.16,5,224.23
2026-04-17,Meta Ads,Conversions,Meta Conversions Jan,7540,110,104.91,3,126.14
2026-04-17,Meta Ads,Traffic,Meta Traffic Jan,3525,55,45.63,1,55.59
2026-04-17,Meta Ads,Awareness,Meta Awareness Feb,5286,85,63.35,1,53.72
2026-04-17,TikTok Ads,Awareness,TikTok Awareness Feb,15024,196,81.09,0,0.00
2026-04-18,Google Ads,Conversions,Google Conversions Feb,2157,65,104.40,4,206.53
2026-04-18,Google Ads,Traffic,Google Traffic Jan,2395,75,98.11,4,245.38
2026-04-18,Meta Ads,Conversions,Meta Conversions Jan,8068,120,106.60,3,136.54
2026-04-18,Meta Ads,Traffic,Meta Traffic Jan,2056,33,32.47,1,62.77
2026-04-18,Meta Ads,Awareness,Meta Awareness Feb,5204,79,61.78,1,49.15
2026-04-18,TikTok Ads,Awareness,TikTok Awareness Feb,19751,218,92.41,1,58.86
2026-04-19,Google Ads,Traffic,Google Traffic Jan,2794,93,140.24,4,168.98
2026-04-19,Google Ads,Conversions,Google Conversions Feb,3041,92,119.47,6,295.20
2026-04-19,Meta Ads,Conversions,Meta Conversions Jan,8414,139,111.58,3,172.10
2026-04-19,Meta Ads,Traffic,Meta Traffic Jan,3123,45,37.65,1,52.76
2026-04-19,Meta Ads,Awareness,Meta Awareness Feb,5587,85,66.74,1,55.66
2026-04-19,TikTok Ads,Awareness,TikTok Awareness Feb,16385,205,95.53,1,65.73
2026-04-20,Google Ads,Conversions,Google Conversions Feb,1810,62,96.57,5,250.94
2026-04-20,Google Ads,Traffic,Google Traffic Jan,1931,68,99.54,4,232.29
2026-04-20,Meta Ads,Conversions,Meta Conversions Jan,10592,167,129.82,6,279.07
2026-04-20,Meta Ads,Awareness,Meta Awareness Feb,3999,57,51.62,1,44.08
2026-04-20,Meta Ads,Traffic,Meta Traffic Jan,3139,49,46.11,1,53.62
2026-04-20,TikTok Ads,Awareness,TikTok Awareness Feb,16197,204,83.61,1,43.42
2026-04-21,Google Ads,Conversions,Google Conversions Feb,2693,82,128.61,5,215.94
2026-04-21,Google Ads,Traffic,Google Traffic Jan,2376,78,130.75,3,195.93
2026-04-21,Meta Ads,Awareness,Meta Awareness Feb,3912,60,59.19,0,0.00
2026-04-21,Meta Ads,Traffic,Meta Traffic Jan,2397,38,38.11,1,42.75
2026-04-21,Meta Ads,Conversions,Meta Conversions Jan,10195,155,135.19,6,284.57
2026-04-21,TikTok Ads,Awareness,TikTok Awareness Feb,23134,256,119.65,1,55.05
2026-04-22,Google Ads,Conversions,Google Conversions Feb,3103,92,129.85,7,337.86
2026-04-22,Google Ads,Traffic,Google Traffic Jan,2160,73,119.97,4,256.84
2026-04-22,Meta Ads,Awareness,Meta Awareness Feb,4404,70,64.08,1,56.07
2026-04-22,Meta Ads,Conversions,Meta Conversions Jan,9503,153,142.46,6,317.32
2026-04-22,Meta Ads,Traffic,Meta Traffic Jan,2925,46,40.67,1,46.69
2026-04-22,TikTok Ads,Awareness,TikTok Awareness Feb,17223,218,108.24,1,61.90
2026-04-23,Google Ads,Conversions,Google Conversions Feb,2383,84,126.37,7,378.65
2026-04-23,Google Ads,Traffic,Google Traffic Jan,2669,83,121.61,5,243.02
2026-04-23,Meta Ads,Awareness,Meta Awareness Feb,4151,60,50.67,1,62.81
2026-04-23,Meta Ads,Conversions,Meta Conversions Jan,12468,171,137.10,6,403.91
2026-04-23,Meta Ads,Traffic,Meta Traffic Jan,4212,63,47.36,1,68.68
2026-04-23,TikTok Ads,Awareness,TikTok Awareness Feb,20175,262,115.67,1,58.87
2026-04-24,Google Ads,Conversions,Google Conversions Feb,2187,67,106.75,5,245.39
2026-04-24,Google Ads,Traffic,Google Traffic Jan,2956,87,137.10,3,169.40
2026-04-24,Meta Ads,Awareness,Meta Awareness Feb,3637,54,51.30,1,57.42
2026-04-24,Meta Ads,Conversions,Meta Conversions Jan,9282,129,125.12,5,217.09
2026-04-24,Meta Ads,Traffic,Meta Traffic Jan,3674,56,46.08,1,50.26
2026-04-24,TikTok Ads,Awareness,TikTok Awareness Feb,17412,194,97.22,1,67.73
2026-04-25,Google Ads,Traffic,Google Traffic Jan,2686,80,108.61,3,194.31
2026-04-25,Google Ads,Conversions,Google Conversions Feb,2509,89,114.92,6,291.22
2026-04-25,Meta Ads,Conversions,Meta Conversions Jan,9812,158,130.31,4,185.82
2026-04-25,Meta Ads,Awareness,Meta Awareness Feb,4418,63,59.30,1,66.26
2026-04-25,Meta Ads,Traffic,Meta Traffic Jan,3631,59,44.51,1,62.13
2026-04-25,TikTok Ads,Awareness,TikTok Awareness Feb,17296,216,94.08,1,57.77
2026-04-26,Google Ads,Conversions,Google Conversions Feb,2048,66,106.56,5,229.17
2026-04-26,Google Ads,Traffic,Google Traffic Jan,1718,59,97.53,2,120.73
2026-04-26,Meta Ads,Conversions,Meta Conversions Jan,11477,190,141.50,7,464.63
2026-04-26,Meta Ads,Traffic,Meta Traffic Jan,2962,48,38.17,1,50.47
2026-04-26,Meta Ads,Awareness,Meta Awareness Feb,4786,75,62.29,1,68.45
2026-04-26,TikTok Ads,Awareness,TikTok Awareness Feb,18341,223,99.39,1,41.54
2026-04-27,Google Ads,Conversions,Google Conversions Feb,2391,83,122.10,6,313.71
2026-04-27,Google Ads,Traffic,Google Traffic Jan,2236,77,114.41,3,151.41
2026-04-27,Meta Ads,Conversions,Meta Conversions Jan,9535,147,133.89,3,196.91
2026-04-27,Meta Ads,Traffic,Meta Traffic Jan,3864,53,42.85,1,48.44
2026-04-27,TikTok Ads,Awareness,TikTok Awareness Feb,18538,234,102.04,1,49.32
2026-04-28,Google Ads,Traffic,Google Traffic Jan,2692,91,123.10,4,273.32
2026-04-28,Google Ads,Conversions,Google Conversions Feb,2294,72,108.22,6,287.77
2026-04-28,Meta Ads,Traffic,Meta Traffic Jan,2258,36,32.83,0,0.00
2026-04-28,Meta Ads,Conversions,Meta Conversions Jan,9832,159,136.34,6,407.50
2026-04-28,TikTok Ads,Awareness,TikTok Awareness Feb,17405,190,90.15,1,41.48
2026-04-29,Google Ads,Conversions,Google Conversions Feb,2141,68,104.57,5,319.88
2026-04-29,Google Ads,Traffic,Google Traffic Jan,2312,70,97.02,2,107.03
2026-04-29,Meta Ads,Traffic,Meta Traffic Jan,3017,44,33.24,1,53.82
2026-04-29,TikTok Ads,Awareness,TikTok Awareness Feb,20670,228,114.82,2,123.49
2026-04-30,Google Ads,Traffic,Google Traffic Jan,2370,77,99.07,4,174.83
2026-04-30,Google Ads,Conversions,Google Conversions Feb,2336,83,114.67,5,335.96
2026-04-30,Meta Ads,Traffic,Meta Traffic Jan,3772,59,44.67,1,43.79
2026-04-30,TikTok Ads,Awareness,TikTok Awareness Feb,14569,164,84.31,1,42.84
2026-05-01,Google Ads,Traffic,Google Traffic Jan,2570,89,127.94,4,237.47
2026-05-01,Google Ads,Conversions,Google Conversions Feb,2250,75,112.99,4,184.24
2026-05-01,Meta Ads,Traffic,Meta Traffic Jan,2887,47,45.59,1,58.74
2026-05-01,TikTok Ads,Awareness,TikTok Awareness Feb,22525,272,109.66,1,66.29
2026-05-02,Google Ads,Traffic,Google Traffic Jan,2500,85,136.78,5,294.75
2026-05-02,Google Ads,Conversions,Google Conversions Feb,3106,98,127.75,6,343.32
2026-05-02,Meta Ads,Traffic,Meta Traffic Jan,3434,52,44.64,1,55.32
2026-05-02,TikTok Ads,Awareness,TikTok Awareness Feb,20567,226,95.36,1,61.12
2026-05-03,Google Ads,Conversions,Google Conversions Feb,2600,82,121.57,4,243.98
2026-05-03,Google Ads,Traffic,Google Traffic Jan,2668,83,120.32,4,251.99
2026-05-03,Meta Ads,Traffic,Meta Traffic Jan,2791,43,33.62,1,52.27
2026-05-03,TikTok Ads,Awareness,TikTok Awareness Feb,19170,224,102.29,1,62.69
2026-05-04,Google Ads,Traffic,Google Traffic Jan,2698,85,135.62,4,271.19
2026-05-04,Google Ads,Conversions,Google Conversions Feb,2064,73,119.89,5,274.97
2026-05-04,Meta Ads,Traffic,Meta Traffic Jan,3381,51,46.64,0,0.00
2026-05-04,TikTok Ads,Awareness,TikTok Awareness Feb,20414,250,113.66,2,130.85
2026-05-05,Google Ads,Conversions,Google Conversions Feb,2464,75,128.12,7,291.15
2026-05-05,Google Ads,Traffic,Google Traffic Jan,2139,67,104.14,4,274.02
2026-05-05,Meta Ads,Traffic,Meta Traffic Jan,3402,54,43.83,2,129.93
2026-05-05,TikTok Ads,Awareness,TikTok Awareness Feb,15718,191,86.36,1,57.14
2026-05-06,Google Ads,Conversions,Google Conversions Feb,2980,93,119.68,7,316.62
2026-05-06,Google Ads,Traffic,Google Traffic Jan,2877,87,138.07,4,216.92
2026-05-06,Meta Ads,Traffic,Meta Traffic Jan,2860,46,43.55,1,42.07
2026-05-06,TikTok Ads,Awareness,TikTok Awareness Feb,14541,181,84.95,1,48.89
2026-05-07,Google Ads,Conversions,Google Conversions Feb,2343,80,125.65,6,363.32
2026-05-07,Google Ads,Traffic,Google Traffic Jan,2461,78,100.98,4,251.56
2026-05-07,Meta Ads,Traffic,Meta Traffic Jan,2815,45,38.95,1,63.10
2026-05-07,TikTok Ads,Awareness,TikTok Awareness Feb,19212,224,95.74,1,48.91
2026-05-08,Google Ads,Traffic,Google Traffic Jan,2858,87,117.62,4,178.38
2026-05-08,Google Ads,Conversions,Google Conversions Feb,2925,98,131.25,6,324.56
2026-05-08,Meta Ads,Traffic,Meta Traffic Jan,2450,37,34.78,1,50.57
2026-05-08,TikTok Ads,Awareness,TikTok Awareness Feb,19949,259,116.58,1,62.92
2026-05-09,Google Ads,Traffic,Google Traffic Jan,2669,91,125.35,5,225.96
2026-05-09,Google Ads,Conversions,Google Conversions Feb,2585,78,117.07,5,234.81
2026-05-09,Meta Ads,Traffic,Meta Traffic Jan,3019,42,33.44,0,0.00
2026-05-09,TikTok Ads,Awareness,TikTok Awareness Feb,16699,219,93.96,1,47.63
2026-05-10,Google Ads,Traffic,Google Traffic Jan,2404,73,101.67,4,218.50
2026-05-10,Google Ads,Conversions,Google Conversions Feb,2438,79,116.73,6,262.63
2026-05-10,Meta Ads,Traffic,Meta Traffic Jan,2785,43,40.30,0,0.00
2026-05-10,TikTok Ads,Awareness,TikTok Awareness Feb,16247,198,94.99,0,0.00
2026-05-11,Google Ads,Conversions,Google Conversions Feb,2980,89,113.87,7,373.85
2026-05-11,Google Ads,Traffic,Google Traffic Jan,2173,73,102.72,3,157.53
2026-05-11,Meta Ads,Traffic,Meta Traffic Jan,2252,36,32.95,0,0.00
2026-05-11,TikTok Ads,Awareness,TikTok Awareness Feb,14244,181,86.97,1,57.42
2026-05-12,Google Ads,Traffic,Google Traffic Jan,2679,80,104.80,2,119.80
2026-05-12,Google Ads,Conversions,Google Conversions Feb,3211,105,133.92,6,275.92
2026-05-12,Meta Ads,Traffic,Meta Traffic Jan,3060,47,41.76,2,82.99
2026-05-12,TikTok Ads,Awareness,TikTok Awareness Feb,25160,283,115.47,1,50.98
2026-05-13,Google Ads,Conversions,Google Conversions Feb,2437,86,121.53,5,223.75
2026-05-13,Google Ads,Traffic,Google Traffic Jan,3504,104,141.90,6,294.32
2026-05-13,Meta Ads,Traffic,Meta Traffic Jan,2943,44,38.35,1,59.67
2026-05-13,TikTok Ads,Awareness,TikTok Awareness Feb,17863,230,99.46,2,86.00
2026-05-14,Google Ads,Conversions,Google Conversions Feb,2396,78,116.74,5,229.13
2026-05-14,Google Ads,Traffic,Google Traffic Jan,2597,80,112.72,4,201.34
2026-05-14,Meta Ads,Traffic,Meta Traffic Jan,3705,60,44.74,1,59.85
2026-05-14,TikTok Ads,Awareness,TikTok Awareness Feb,23002,255,118.84,1,62.59
2026-05-15,Google Ads,Conversions,Google Conversions Feb,2490,85,136.09,7,397.59
2026-05-15,Google Ads,Traffic,Google Traffic Jan,2178,73,98.58,2,123.61
2026-05-15,TikTok Ads,Awareness,TikTok Awareness Feb,19820,226,108.01,1,62.83
2026-05-16,Google Ads,Traffic,Google Traffic Jan,2911,97,124.40,5,334.81
2026-05-16,Google Ads,Conversions,Google Conversions Feb,2740,90,131.68,4,178.97
2026-05-16,TikTok Ads,Awareness,TikTok Awareness Feb,17551,219,101.10,1,62.18
2026-05-17,Google Ads,Traffic,Google Traffic Jan,2042,71,99.08,3,191.44
2026-05-17,Google Ads,Conversions,Google Conversions Feb,2731,94,131.96,5,229.78
2026-05-17,TikTok Ads,Awareness,TikTok Awareness Feb,23068,263,110.46,1,46.75
2026-05-18,Google Ads,Traffic,Google Traffic Jan,2516,76,118.98,4,260.45
2026-05-18,Google Ads,Conversions,Google Conversions Feb,2344,74,114.49,5,302.15
2026-05-18,TikTok Ads,Awareness,TikTok Awareness Feb,14794,185,92.37,0,0.00
2026-05-19,Google Ads,Traffic,Google Traffic Jan,3019,101,136.72,6,333.92
2026-05-19,Google Ads,Conversions,Google Conversions Feb,2126,69,106.42,5,329.21
2026-05-19,TikTok Ads,Awareness,TikTok Awareness Feb,18526,210,84.26,1,43.96
2026-05-20,Google Ads,Conversions,Google Conversions Feb,2109,63,108.42,3,202.18
2026-05-20,Google Ads,Traffic,Google Traffic Jan,2600,86,112.52,5,220.54
2026-05-20,TikTok Ads,Awareness,TikTok Awareness Feb,21905,254,110.05,1,45.44
2026-05-21,Google Ads,Conversions,Google Conversions Feb,2195,65,109.78,4,234.73
2026-05-21,Google Ads,Traffic,Google Traffic Jan,2379,82,124.09,3,156.73
2026-05-21,TikTok Ads,Awareness,TikTok Awareness Feb,20221,225,117.88,1,64.84
2026-05-22,Google Ads,Traffic,Google Traffic Jan,1880,64,109.15,2,98.22
2026-05-22,Google Ads,Conversions,Google Conversions Feb,2742,81,109.65,4,243.35
2026-05-22,TikTok Ads,Awareness,TikTok Awareness Feb,26126,287,118.76,1,43.64
2026-05-23,Google Ads,Traffic,Google Traffic Jan,2269,73,113.46,3,142.81
2026-05-23,Google Ads,Conversions,Google Conversions Feb,2710,86,111.53,8,506.51
2026-05-23,TikTok Ads,Awareness,TikTok Awareness Feb,15737,199,100.74,1,67.72
2026-05-24,Google Ads,Traffic,Google Traffic Jan,2201,68,111.82,4,274.43
2026-05-24,Google Ads,Conversions,Google Conversions Feb,2279,74,99.07,4,225.96
2026-05-24,TikTok Ads,Awareness,TikTok Awareness Feb,22886,268,114.50,1,62.34
2026-05-25,Google Ads,Conversions,Google Conversions Feb,3257,104,135.99,9,576.38
2026-05-25,Google Ads,Traffic,Google Traffic Jan,2200,73,96.94,3,124.73
2026-05-25,TikTok Ads,Awareness,TikTok Awareness Feb,14736,180,91.75,1,55.11
2026-05-26,Google Ads,Traffic,Google Traffic Jan,2604,76,129.11,2,109.84
2026-05-26,Google Ads,Conversions,Google Conversions Feb,3167,103,133.36,10,429.62
2026-05-26,TikTok Ads,Awareness,TikTok Awareness Feb,18554,209,86.98,1,62.74
2026-05-27,Google Ads,Conversions,Google Conversions Feb,3232,97,123.63,7,469.47
2026-05-27,Google Ads,Traffic,Google Traffic Jan,2961,105,137.51,4,178.62
2026-05-27,TikTok Ads,Awareness,TikTok Awareness Feb,19692,242,110.07,1,45.79
2026-05-28,Google Ads,Conversions,Google Conversions Feb,1898,66,110.81,4,246.66
2026-05-28,Google Ads,Traffic,Google Traffic Jan,2355,72,118.48,4,196.18
2026-05-28,TikTok Ads,Awareness,TikTok Awareness Feb,18234,218,103.69,1,61.06
2026-05-29,Google Ads,Traffic,Google Traffic Jan,2497,82,137.92,4,174.69
2026-05-29,Google Ads,Conversions,Google Conversions Feb,2230,77,107.87,4,203.62
2026-05-29,TikTok Ads,Awareness,TikTok Awareness Feb,14267,190,82.61,1,54.74
2026-05-30,Google Ads,Traffic,Google Traffic Jan,2221,65,105.06,2,91.03
2026-05-30,Google Ads,Conversions,Google Conversions Feb,3044,91,123.43,6,403.83
2026-05-30,TikTok Ads,Awareness,TikTok Awareness Feb,17290,209,106.78,1,49.61
2026-05-31,Google Ads,Conversions,Google Conversions Feb,2971,95,136.41,8,392.36
2026-05-31,Google Ads,Traffic,Google Traffic Jan,2212,69,108.85,2,100.65
2026-05-31,TikTok Ads,Awareness,TikTok Awareness Feb,20748,230,94.77,1,48.36
2026-06-01,Google Ads,Conversions,Google Conversions Feb,2259,79,124.98,5,292.35
2026-06-01,Google Ads,Traffic,Google Traffic Jan,1891,62,105.91,2,94.26
2026-06-01,TikTok Ads,Awareness,TikTok Awareness Feb,18190,233,94.82,1,67.02
2026-06-02,Google Ads,Traffic,Google Traffic Jan,3265,96,135.82,4,241.58
2026-06-02,Google Ads,Conversions,Google Conversions Feb,2216,70,106.34,5,342.99
2026-06-02,TikTok Ads,Awareness,TikTok Awareness Feb,23886,290,113.86,1,66.80
2026-06-03,Google Ads,Traffic,Google Traffic Jan,2618,84,115.99,4,215.51
2026-06-03,Google Ads,Conversions,Google Conversions Feb,2552,75,116.04,4,194.21
2026-06-03,TikTok Ads,Awareness,TikTok Awareness Feb,14802,188,82.21,1,46.72
2026-06-04,Google Ads,Conversions,Google Conversions Feb,2414,76,130.50,7,429.79
2026-06-04,Google Ads,Traffic,Google Traffic Jan,2372,70,109.18,3,191.24
2026-06-04,TikTok Ads,Awareness,TikTok Awareness Feb,20001,224,113.96,0,0.00
2026-06-05,Google Ads,Conversions,Google Conversions Feb,2366,78,113.73,5,225.19
2026-06-05,Google Ads,Traffic,Google Traffic Jan,2899,87,142.49,5,256.49
2026-06-05,TikTok Ads,Awareness,TikTok Awareness Feb,16834,207,100.49,1,61.24
2026-06-06,Google Ads,Conversions,Google Conversions Feb,2321,77,111.74,7,389.00
2026-06-06,Google Ads,Traffic,Google Traffic Jan,2577,91,128.75,5,334.46
2026-06-06,TikTok Ads,Awareness,TikTok Awareness Feb,18203,215,102.80,1,60.14
2026-06-07,Google Ads,Traffic,Google Traffic Jan,2064,70,109.90,2,107.10
2026-06-07,Google Ads,Conversions,Google Conversions Feb,3095,104,142.82,8,377.62
2026-06-07,TikTok Ads,Awareness,TikTok Awareness Feb,20655,245,99.20,1,59.21
2026-06-08,Google Ads,Conversions,Google Conversions Feb,2424,79,119.75,7,413.60
2026-06-08,Google Ads,Traffic,Google Traffic Jan,2379,77,112.48,5,315.83
2026-06-08,TikTok Ads,Awareness,TikTok Awareness Feb,21820,282,114.98,1,42.24
2026-06-09,Google Ads,Conversions,Google Conversions Feb,2541,88,126.97,6,259.79
2026-06-09,Google Ads,Traffic,Google Traffic Jan,2151,73,113.28,2,97.45
2026-06-09,TikTok Ads,Awareness,TikTok Awareness Feb,16691,198,86.16,1,55.67
2026-06-10,Google Ads,Conversions,Google Conversions Feb,3287,97,125.38,6,292.68
2026-06-10,Google Ads,Traffic,Google Traffic Jan,2285,78,129.64,3,162.59
2026-06-10,TikTok Ads,Awareness,TikTok Awareness Feb,13083,171,82.18,0,0.00
2026-06-11,Google Ads,Conversions,Google Conversions Feb,2522,78,117.65,6,314.19
2026-06-11,Google Ads,Traffic,Google Traffic Jan,2085,62,100.81,3,151.81
2026-06-11,TikTok Ads,Awareness,TikTok Awareness Feb,18897,228,100.01,1,65.13
2026-06-12,Google Ads,Traffic,Google Traffic Jan,3137,98,137.27,3,194.82
2026-06-12,Google Ads,Conversions,Google Conversions Feb,2554,85,123.22,7,303.20
2026-06-12,TikTok Ads,Awareness,TikTok Awareness Feb,14203,157,82.60,1,59.33
2026-06-13,Google Ads,Traffic,Google Traffic Jan,2218,72,109.79,3,202.53
2026-06-13,Google Ads,Conversions,Google Conversions Feb,2330,70,116.69,5,212.56
2026-06-13,TikTok Ads,Awareness,TikTok Awareness Feb,15050,179,84.95,1,52.48
2026-06-14,Google Ads,Traffic,Google Traffic Jan,2868,88,112.17,3,154.57
2026-06-14,Google Ads,Conversions,Google Conversions Feb,3016,94,139.78,7,476.44
2026-06-14,TikTok Ads,Awareness,TikTok Awareness Feb,23224,270,108.52,2,119.57
2026-06-15,Google Ads,Conversions,Google Conversions Feb,2476,74,105.04,5,261.68
2026-06-15,Google Ads,Traffic,Google Traffic Jan,2958,90,116.56,4,202.31
2026-06-15,TikTok Ads,Awareness,TikTok Awareness Feb,14320,185,82.72,1,60.62
2026-06-16,Google Ads,Conversions,Google Conversions Feb,2974,91,132.47,8,426.42
2026-06-16,Google Ads,Traffic,Google Traffic Jan,2082,69,112.20,2,94.75
2026-06-16,TikTok Ads,Awareness,TikTok Awareness Feb,18058,229,96.86,1,50.42
2026-06-17,Google Ads,Traffic,Google Traffic Jan,2743,85,127.19,4,222.05
2026-06-17,Google Ads,Conversions,Google Conversions Feb,2355,69,101.42,4,197.57
2026-06-17,TikTok Ads,Awareness,TikTok Awareness Feb,16322,193,102.17,1,43.38
2026-06-18,Google Ads,Traffic,Google Traffic Jan,2114,68,110.94,3,168.65
2026-06-18,Google Ads,Conversions,Google Conversions Feb,2192,64,104.19,6,385.36
2026-06-18,TikTok Ads,Awareness,TikTok Awareness Feb,15882,202,81.83,1,57.93
2026-06-19,Google Ads,Conversions,Google Conversions Feb,2536,74,122.30,7,319.00
2026-06-19,Google Ads,Traffic,Google Traffic Jan,2577,89,137.93,4,204.92
2026-06-19,TikTok Ads,Awareness,TikTok Awareness Feb,20155,236,119.43,2,113.31
2026-06-20,Google Ads,Conversions,Google Conversions Feb,2664,81,113.63,7,300.99
2026-06-20,TikTok Ads,Awareness,TikTok Awareness Feb,21987,267,109.34,1,47.34
2026-06-21,Google Ads,Conversions,Google Conversions Feb,2559,82,119.34,5,338.53
2026-06-21,TikTok Ads,Awareness,TikTok Awareness Feb,19924,246,115.37,1,54.29
2026-06-22,Google Ads,Conversions,Google Conversions Feb,2578,81,133.12,5,253.69
2026-06-22,TikTok Ads,Awareness,TikTok Awareness Feb,15400,180,85.94,1,45.36
2026-06-23,Google Ads,Conversions,Google Conversions Feb,2255,80,119.53,5,246.33
2026-06-23,TikTok Ads,Awareness,TikTok Awareness Feb,23150,261,117.20,2,85.37
2026-06-24,Google Ads,Conversions,Google Conversions Feb,3070,94,121.40,7,424.44
2026-06-24,TikTok Ads,Awareness,TikTok Awareness Feb,19582,245,98.55,1,50.71
2026-06-25,Google Ads,Conversions,Google Conversions Feb,2450,86,129.61,6,303.42
2026-06-25,TikTok Ads,Awareness,TikTok Awareness Feb,15770,202,90.93,1,51.11
2026-06-26,Google Ads,Conversions,Google Conversions Feb,2261,76,99.34,5,215.53
2026-06-26,TikTok Ads,Awareness,TikTok Awareness Feb,13018,166,81.54,0,0.00
2026-06-27,Google Ads,Conversions,Google Conversions Feb,2749,81,117.73,6,382.93
2026-06-28,Google Ads,Conversions,Google Conversions Feb,1748,61,102.67,4,171.01
2026-06-29,Google Ads,Conversions,Google Conversions Feb,2548,90,132.81,6,328.62
2026-06-30,Google Ads,Conversions,Google Conversions Feb,2872,95,120.32,6,261.92
